Dates,Category,Descript,PdDistrict,Resolution,Address,X,Y
2006-08-09 13:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,TARAVAL,NONE,200 Block of ARCH ST,-122.46717438325001,37.7152075746582
2006-10-21 19:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,MISSION,NONE,2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2008-01-23 18:41:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2011-06-01 16:45:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,CENTRAL,NONE,300 Block of SUTTER ST,-122.40618184105,37.7894765068014
2010-06-18 18:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,NORTHERN,NONE,1400 Block of VANNESS AV,-122.42182180606702,37.78872919445229
2012-02-06 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
2009-02-03 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,NONE,700 Block of ILLINOIS ST,-122.387810438537,37.7624510043509
2007-05-16 09:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,SOUTHERN,"ARREST, CITED",700 Block of BRANNAN ST,-122.401298668116,37.774635634347604
2009-03-04 18:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2010-04-09 20:10:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,INGLESIDE,NONE,LONDON ST / AMAZON AV,-122.439641069255,37.7169593366497
2011-12-16 03:55:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",RICHMOND,NONE,4400 Block of BALBOA ST,-122.50643509262301,37.7753534178214
2010-09-07 16:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NORTHERN,NONE,STEINER ST / GEARY BL,-122.4345637373,37.784150491588704
2007-04-04 08:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,MISSION,NONE,3500 Block of 18TH ST,-122.42261397452101,37.7616929830038
2008-09-01 12:00:00,NON-CRIMINAL,LOST PROPERTY,RICHMOND,NONE,2500 Block of MCALLISTER ST,-122.453870632501,37.7755820573955
2013-10-05 12:15:00,OTHER OFFENSES,FALSE PERSONATION,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2009-03-19 16:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,BAYVIEW,UNFOUNDED,2000 Block of JERROLD AV,-122.398464926801,37.7440720247576
2006-01-09 20:35:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-10-14 18:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
2009-11-26 16:35:00,WARRANTS,WARRANT ARREST,MISSION,"ARREST, BOOKED",26TH ST / TREAT AV,-122.41269014230801,37.7493688284532
2009-06-08 11:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,MISSION,NONE,3300 Block of CESAR CHAVEZ ST,-122.41706704403799,37.748285429414004
2014-01-10 18:40:00,NON-CRIMINAL,CASE CLOSURE,NORTHERN,PROSECUTED BY OUTSIDE AGENCY,VANNESS AV / GOLDEN GATE AV,-122.420439512717,37.7810308461783
2009-09-20 00:01:00,NON-CRIMINAL,LOST PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-01-28 16:43:00,OTHER OFFENSES,TRAFFIC VIOLATION,INGLESIDE,"ARREST, BOOKED",1900 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
2009-02-22 18:30:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2012-03-08 14:37:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534135598,37.78047774805079
2013-03-20 12:15:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",TENDERLOIN,UNFOUNDED,400 Block of EDDY ST,-122.415088721046,37.7836719564372
2003-08-07 15:10:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",TENDERLOIN,"ARREST, BOOKED",100 Block of MASON ST,-122.40947349732001,37.784816365102
2013-08-19 14:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,MISSION,"ARREST, CITED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2012-08-11 13:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-02-04 14:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,SOUTHERN,NONE,HOWARD ST / 4TH ST,-122.40271259328199,37.783259654397895
2005-04-22 14:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,BAYVIEW,NONE,SILVER AV / CAMBRIDGE ST,-122.419485385754,37.729046410172295
2003-01-20 08:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NORTHERN,NONE,1100 Block of FRANCISCO ST,-122.42412350881,37.80336133563621
2011-03-27 10:40:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,NONE,18TH ST / MISSOURI ST,-122.396529108098,37.7625789619554
2014-07-27 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,INGLESIDE,NONE,100 Block of LELAND AV,-122.406905871934,37.7124867383516
2014-11-13 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2010-01-27 01:30:00,LOITERING,LOITERING,NORTHERN,"ARREST, BOOKED",WASHINGTON ST / VANNESS AV,-122.42287408305799,37.7930494293957
2006-12-31 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",MISSION,NONE,1200 Block of CHURCH ST,-122.42732707628001,37.7513047638874
2010-04-06 12:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,TARAVAL,NONE,1900 Block of 14TH AV,-122.470651486784,37.7517764708944
2006-03-07 22:10:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",BAYVIEW,"ARREST, BOOKED",3RD ST / QUESADA AV,-122.391245623019,37.7332252032804
2007-04-16 09:19:00,FRAUD,FALSE ID TO PEACE OFFICER,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.407505446721,37.7811304562104
2014-06-29 17:00:00,VEHICLE THEFT,STOLEN TRUCK,NORTHERN,NONE,FILLMORE ST / TURK ST,-122.432142776025,37.780495583709005
2010-03-26 01:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",SOUTHERN,NONE,200 Block of 1ST ST,-122.395787952833,37.788261394615
2007-06-25 17:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,RICHMOND,NONE,1600 Block of PIERCE ST,-122.436532967215,37.7852021345119
2008-10-30 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NORTHERN,NONE,1100 Block of SUTTER ST,-122.419295456225,37.7878052240334
2009-08-20 12:00:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",RICHMOND,NONE,500 Block of 23RD AV,-122.482453500706,37.7773103730721
